Removed Pin From Net: NetName=GND Pin=C4-2
Removed Pin From Net: NetName=3V3_RTC Pin=C5-1
Removed Pin From Net: NetName=GND Pin=C5-2
Removed Pin From Net: NetName=VOUT_BTY_CH Pin=C34-2
Removed Pin From Net: NetName=GND Pin=C35-1
Removed Pin From Net: NetName=GND Pin=C36-1
Removed Pin From Net: NetName=GND Pin=C38-2
Removed Pin From Net: NetName=GND Pin=C39-1
Removed Pin From Net: NetName=VOUTOK Pin=C39-2
Removed Pin From Net: NetName=GND Pin=C45-1
Removed Pin From Net: NetName=GND Pin=C61-1
Removed Pin From Net: NetName=GND Pin=C62-1
Removed Pin From Net: NetName=GND Pin=C63-1
Removed Pin From Net: NetName=GND Pin=C65-1
Removed Pin From Net: NetName=GND Pin=C66-1
Removed Pin From Net: NetName=GND Pin=C67-1
Removed Pin From Net: NetName=GND Pin=C68-2
Removed Pin From Net: NetName=GND Pin=C69-2
Removed Pin From Net: NetName=GND Pin=C70-1
Removed Pin From Net: NetName=VOUT_BTY_CH Pin=FB1-1
Removed Pin From Net: NetName=GND Pin=IC9-2
Removed Pin From Net: NetName=3V3_RTC Pin=IC9-5
Removed Pin From Net: NetName=GND Pin=R38-1
Removed Pin From Net: NetName=GND Pin=R39-1
Removed Pin From Net: NetName=3V3_RTC Pin=TP1-1
Removed Pin From Net: NetName=GND Pin=U8-13
Removed Pin From Net: NetName=GND Pin=U8-20
Removed Pin From Net: NetName=GND Pin=U8-21
Removed Pin From Net: NetName=GND Pin=U8-22
Removed Pin From Net: NetName=GND Pin=U8-23
Removed Pin From Net: NetName=GND Pin=U8-24
Removed Pin From Net: NetName=GND Pin=U8-25
Removed Pin From Net: NetName=GND Pin=U8-26
Removed Pin From Net: NetName=GND Pin=U8-27
Removed Pin From Net: NetName=GND Pin=U8-28
Removed Pin From Net: NetName=GND Pin=U8-29
Change Component Footprint: Designator=C34 Old Footprint=MURATA GRM21B 0805_2012 New Footprint=CAP 0402_1005
Change Component Comment : Designator=C34 Old Comment=1 µF New Comment=0.1 µF
Change component parameters: Designator = "C34" ("C34"); Footprint = "MURATA GRM21B 0805_2012"; UniqueID = "\KZRJYXRR\PSXXIRQK" ("\KZRJYXRR\PSXXIRQK")
Change component parameters (AddParameter): Name = "Applications"; Value = "Automotive"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "0.1 µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink1url"; Value = "https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "componentlink2url"; Value = "https://www.digikey.com/en/products/detail/tdk-corporation/CGA2B3X5R1H104M050BB/3949450"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Package"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "lastupdated"; Value = "9/2/2024 20:04:38"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "manufacturer"; Value = "TDK Corporation"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 85°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "CGA2B3X5R1H104M050BB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "partid"; Value = "1792"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "price"; Value = "0.01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "series"; Value = "CGA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.039" L x 0.020" W (1.00mm x 0.50mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "445-12214-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "X5R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Thickness (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±20%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "value"; Value = "0.1 µF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Rated"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C40(CAP 0402_1005)
Add component (AddParameter): Name = "Applications"; Value = "Automotive"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink1url"; Value = "https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "componentlink2url"; Value = "https://www.digikey.com/en/products/detail/tdk-corporation/CGA2B3X5R1H104M050BB/3949450"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "lastupdated"; Value = "9/2/2024 20:04:38"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "manufacturer"; Value = "TDK Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
